age,job,marital,education,default,balance,housing,loan,contact,day,month,campaign,pdays,previous,poutcome,y
35,self-employed,married,tertiary,no,182,no,yes,unknown,5,jun,1,-1,0,unknown,no
59,housemaid,married,primary,no,0,no,no,unknown,5,jun,1,-1,0,unknown,no
36,admin.,single,secondary,no,135,no,no,unknown,5,jun,1,-1,0,unknown,no
56,retired,divorced,primary,no,0,no,no,unknown,5,jun,1,-1,0,unknown,no
43,management,married,tertiary,no,356,no,no,unknown,5,jun,1,-1,0,unknown,no
56,technician,married,primary,no,314,yes,yes,unknown,5,jun,1,-1,0,unknown,no
48,admin.,married,secondary,no,395,no,no,unknown,5,jun,1,-1,0,unknown,no
53,retired,married,secondary,no,1630,no,no,unknown,5,jun,1,-1,0,unknown,no
39,blue-collar,single,primary,no,-491,no,yes,unknown,5,jun,1,-1,0,unknown,no
50,unemployed,married,primary,no,705,no,no,unknown,5,jun,1,-1,0,unknown,yes
35,blue-collar,married,secondary,no,344,no,no,unknown,5,jun,1,-1,0,unknown,no
46,services,married,secondary,no,198,no,yes,unknown,5,jun,1,-1,0,unknown,no
39,technician,married,secondary,no,9121,no,no,unknown,5,jun,1,-1,0,unknown,no
40,blue-collar,married,primary,yes,11,yes,yes,unknown,5,jun,3,-1,0,unknown,no
49,blue-collar,married,unknown,no,1944,no,no,unknown,5,jun,1,-1,0,unknown,no
39,admin.,married,secondary,no,835,yes,no,unknown,5,jun,1,-1,0,unknown,no
56,unemployed,married,primary,no,882,no,no,unknown,5,jun,1,-1,0,unknown,no
43,entrepreneur,married,tertiary,yes,-250,no,no,unknown,5,jun,1,-1,0,unknown,no
33,blue-collar,married,secondary,no,1240,yes,no,unknown,5,jun,2,-1,0,unknown,no
53,housemaid,married,primary,no,1903,no,no,unknown,5,jun,1,-1,0,unknown,no
51,management,divorced,tertiary,no,119,no,no,unknown,5,jun,2,-1,0,unknown,no
47,entrepreneur,divorced,tertiary,no,0,no,no,unknown,5,jun,1,-1,0,unknown,no
38,admin.,divorced,secondary,no,0,no,no,unknown,5,jun,1,-1,0,unknown,no
60,blue-collar,married,secondary,no,0,no,yes,unknown,5,jun,1,-1,0,unknown,no
38,management,married,primary,no,1365,yes,no,unknown,5,jun,1,-1,0,unknown,no
38,blue-collar,married,secondary,no,-3,no,yes,unknown,5,jun,1,-1,0,unknown,no
38,management,married,secondary,no,1574,no,no,unknown,5,jun,1,-1,0,unknown,no
54,self-employed,married,secondary,no,153,yes,no,unknown,5,jun,1,-1,0,unknown,no
59,admin.,single,secondary,no,848,no,no,unknown,5,jun,1,-1,0,unknown,no
59,retired,married,secondary,no,56,no,no,unknown,5,jun,1,-1,0,unknown,no
37,technician,divorced,secondary,yes,325,yes,yes,unknown,5,jun,1,-1,0,unknown,no
40,management,single,tertiary,no,-222,yes,no,unknown,5,jun,1,-1,0,unknown,no
41,technician,married,secondary,no,261,no,yes,unknown,5,jun,1,-1,0,unknown,no
51,admin.,married,secondary,no,0,no,no,unknown,5,jun,1,-1,0,unknown,no
46,technician,married,secondary,no,488,no,no,unknown,5,jun,1,-1,0,unknown,no
59,unknown,married,unknown,no,3940,no,no,unknown,5,jun,2,-1,0,unknown,no
49,entrepreneur,married,tertiary,no,9824,no,no,unknown,5,jun,1,-1,0,unknown,no
48,blue-collar,married,primary,no,257,yes,no,unknown,5,jun,2,-1,0,unknown,no
35,management,married,tertiary,no,-640,yes,yes,unknown,5,jun,6,-1,0,unknown,no
36,management,married,unknown,no,0,no,no,unknown,5,jun,1,-1,0,unknown,no
50,technician,married,primary,no,883,yes,no,unknown,5,jun,1,-1,0,unknown,no
52,unknown,married,primary,no,8251,no,no,unknown,5,jun,1,-1,0,unknown,no
44,blue-collar,married,secondary,no,1910,yes,no,unknown,5,jun,1,-1,0,unknown,no
51,unknown,divorced,unknown,no,1649,no,no,unknown,5,jun,1,-1,0,unknown,no
36,blue-collar,married,secondary,no,1772,no,no,unknown,5,jun,1,-1,0,unknown,yes
58,blue-collar,married,secondary,no,590,no,yes,unknown,5,jun,1,-1,0,unknown,no
39,services,single,secondary,no,0,no,no,unknown,5,jun,1,-1,0,unknown,no
42,admin.,married,secondary,no,4209,yes,no,unknown,5,jun,6,-1,0,unknown,no
57,management,married,tertiary,no,561,no,no,unknown,5,jun,1,-1,0,unknown,no
46,technician,single,tertiary,no,2800,no,no,unknown,5,jun,1,-1,0,unknown,no
53,management,married,tertiary,no,1619,no,no,unknown,5,jun,1,-1,0,unknown,no
51,admin.,married,primary,no,2281,yes,yes,unknown,5,jun,1,-1,0,unknown,no
43,housemaid,married,primary,no,522,no,no,unknown,5,jun,1,-1,0,unknown,no
30,entrepreneur,married,secondary,no,2551,yes,no,unknown,5,jun,2,-1,0,unknown,no
25,blue-collar,single,secondary,no,150,yes,no,unknown,5,jun,2,-1,0,unknown,no
40,blue-collar,married,secondary,no,440,yes,no,unknown,5,jun,2,-1,0,unknown,no
37,blue-collar,married,primary,no,213,no,yes,unknown,5,jun,1,-1,0,unknown,no
53,management,married,tertiary,yes,0,no,yes,unknown,5,jun,1,-1,0,unknown,no
59,retired,married,secondary,no,0,no,no,unknown,5,jun,1,-1,0,unknown,yes
55,retired,divorced,secondary,no,282,yes,no,unknown,5,jun,2,-1,0,unknown,no
37,blue-collar,married,secondary,no,-97,yes,no,unknown,5,jun,2,-1,0,unknown,no
48,services,divorced,secondary,no,0,no,no,unknown,5,jun,1,-1,0,unknown,no
44,technician,married,secondary,no,296,yes,yes,unknown,5,jun,1,-1,0,unknown,no
37,blue-collar,married,secondary,no,151,yes,no,unknown,5,jun,1,-1,0,unknown,no
42,blue-collar,divorced,secondary,no,1037,no,no,unknown,5,jun,1,-1,0,unknown,no
37,services,married,secondary,no,2132,no,no,unknown,5,jun,1,-1,0,unknown,no
37,self-employed,single,secondary,no,125,no,no,unknown,5,jun,1,-1,0,unknown,no
52,housemaid,married,primary,no,1340,no,no,unknown,5,jun,1,-1,0,unknown,no
57,technician,married,primary,no,67,no,no,unknown,5,jun,1,-1,0,unknown,no
23,services,married,secondary,no,2673,yes,no,unknown,5,jun,2,-1,0,unknown,no
44,services,married,secondary,no,382,no,no,unknown,5,jun,1,-1,0,unknown,no
40,blue-collar,married,secondary,no,6536,no,no,unknown,5,jun,1,-1,0,unknown,no
44,technician,married,secondary,no,533,no,no,unknown,5,jun,1,-1,0,unknown,no
59,retired,divorced,primary,no,-88,yes,no,unknown,5,jun,2,-1,0,unknown,yes
45,management,married,secondary,no,0,no,no,unknown,5,jun,2,-1,0,unknown,no
38,admin.,single,unknown,no,13,no,no,unknown,5,jun,1,-1,0,unknown,no
48,retired,single,secondary,no,3458,no,no,unknown,5,jun,1,-1,0,unknown,no
47,entrepreneur,married,secondary,no,0,no,no,unknown,5,jun,1,-1,0,unknown,yes
60,retired,married,secondary,no,8590,no,no,unknown,5,jun,1,-1,0,unknown,no
47,unemployed,married,primary,no,2946,no,no,unknown,5,jun,1,-1,0,unknown,no
52,housemaid,married,secondary,no,14363,no,no,unknown,5,jun,1,-1,0,unknown,no
60,housemaid,married,tertiary,no,443,no,no,unknown,5,jun,1,-1,0,unknown,no
58,entrepreneur,married,tertiary,no,853,no,no,unknown,5,jun,2,-1,0,unknown,yes
56,management,divorced,tertiary,no,41,no,no,unknown,5,jun,1,-1,0,unknown,no
32,blue-collar,single,secondary,no,313,yes,yes,unknown,5,jun,2,-1,0,unknown,no
26,services,married,secondary,no,682,yes,yes,unknown,5,jun,2,-1,0,unknown,no
58,retired,divorced,secondary,no,219,no,no,unknown,5,jun,1,-1,0,unknown,no
51,services,married,secondary,no,540,yes,no,unknown,5,jun,2,-1,0,unknown,no
57,management,married,secondary,no,4046,no,yes,unknown,5,jun,1,-1,0,unknown,no
36,blue-collar,married,secondary,no,0,no,no,unknown,5,jun,1,-1,0,unknown,no
51,unknown,single,unknown,no,0,no,no,unknown,5,jun,1,-1,0,unknown,no
55,retired,divorced,tertiary,no,1218,no,yes,unknown,5,jun,1,-1,0,unknown,no
42,services,married,secondary,no,1007,no,no,unknown,5,jun,1,-1,0,unknown,no
45,blue-collar,married,unknown,no,419,no,no,unknown,5,jun,1,-1,0,unknown,no
37,self-employed,married,tertiary,no,144,yes,no,unknown,5,jun,2,-1,0,unknown,no
57,blue-collar,married,primary,no,60,no,no,unknown,5,jun,1,-1,0,unknown,no
47,blue-collar,married,primary,no,421,yes,yes,unknown,5,jun,1,-1,0,unknown,no
39,technician,single,secondary,no,681,yes,no,unknown,5,jun,1,-1,0,unknown,no
37,services,single,secondary,no,244,no,no,unknown,5,jun,1,-1,0,unknown,no
39,blue-collar,married,primary,no,3503,no,no,unknown,5,jun,1,-1,0,unknown,no
50,management,married,tertiary,no,15442,no,no,unknown,5,jun,1,-1,0,unknown,no
37,management,single,tertiary,no,240,no,no,unknown,5,jun,1,-1,0,unknown,yes
37,blue-collar,single,primary,no,0,no,no,unknown,5,jun,1,-1,0,unknown,no
37,entrepreneur,married,unknown,no,983,no,yes,unknown,5,jun,1,-1,0,unknown,no
46,management,divorced,tertiary,no,743,no,no,unknown,5,jun,2,-1,0,unknown,no
47,technician,married,secondary,no,89,no,no,unknown,5,jun,1,-1,0,unknown,no
59,blue-collar,married,primary,no,3587,no,yes,unknown,5,jun,2,-1,0,unknown,no
42,blue-collar,married,primary,no,1401,yes,no,unknown,5,jun,1,-1,0,unknown,no
60,retired,married,tertiary,no,9397,no,no,unknown,5,jun,1,-1,0,unknown,no
39,services,married,secondary,no,-119,no,yes,unknown,5,jun,2,-1,0,unknown,no
37,unemployed,single,primary,no,1648,yes,no,unknown,5,jun,2,-1,0,unknown,no
60,management,married,tertiary,no,13360,no,yes,unknown,5,jun,1,-1,0,unknown,no
37,admin.,married,secondary,no,641,yes,no,unknown,5,jun,1,-1,0,unknown,no
45,housemaid,married,tertiary,no,2424,no,no,unknown,5,jun,1,-1,0,unknown,no
37,entrepreneur,divorced,secondary,no,14,no,no,unknown,5,jun,1,-1,0,unknown,no
55,retired,married,primary,no,0,no,no,unknown,5,jun,1,-1,0,unknown,no
56,management,divorced,tertiary,no,982,no,no,unknown,5,jun,1,-1,0,unknown,no
31,blue-collar,married,secondary,no,1779,yes,no,unknown,5,jun,2,-1,0,unknown,no
55,housemaid,single,primary,no,0,no,no,unknown,5,jun,1,-1,0,unknown,no
46,admin.,single,secondary,no,849,yes,no,unknown,5,jun,2,-1,0,unknown,yes
56,blue-collar,married,primary,no,206,no,no,unknown,5,jun,1,-1,0,unknown,no
28,admin.,single,secondary,no,25,yes,no,unknown,5,jun,2,-1,0,unknown,no
35,blue-collar,single,primary,no,227,no,yes,unknown,5,jun,1,-1,0,unknown,no
44,services,married,unknown,no,67,yes,no,unknown,5,jun,1,-1,0,unknown,no
50,retired,married,primary,no,420,no,no,unknown,5,jun,1,-1,0,unknown,no
42,unknown,single,unknown,no,1316,no,no,unknown,5,jun,1,-1,0,unknown,no
51,technician,divorced,secondary,no,1,yes,no,unknown,5,jun,1,-1,0,unknown,no
42,unemployed,married,secondary,no,202,no,no,unknown,5,jun,1,-1,0,unknown,no
42,technician,married,secondary,no,769,no,no,unknown,5,jun,1,-1,0,unknown,no
59,housemaid,married,primary,no,495,no,no,unknown,5,jun,2,-1,0,unknown,no
48,management,married,tertiary,no,2960,no,no,unknown,5,jun,1,-1,0,unknown,no
57,housemaid,divorced,primary,no,3063,no,no,unknown,5,jun,1,-1,0,unknown,no
56,retired,married,primary,no,842,no,yes,unknown,5,jun,1,-1,0,unknown,no
48,blue-collar,single,primary,no,316,no,no,unknown,5,jun,2,-1,0,unknown,no
59,blue-collar,married,unknown,no,139,no,no,unknown,5,jun,1,-1,0,unknown,no
36,blue-collar,married,secondary,no,346,yes,no,unknown,5,jun,1,-1,0,unknown,no
43,blue-collar,single,secondary,no,318,yes,no,unknown,5,jun,2,-1,0,unknown,yes
44,unemployed,married,tertiary,no,1151,yes,no,unknown,5,jun,2,-1,0,unknown,no
47,management,married,tertiary,no,0,no,no,unknown,5,jun,2,-1,0,unknown,no
27,management,single,tertiary,no,703,yes,no,unknown,5,jun,3,-1,0,unknown,yes
60,blue-collar,married,secondary,no,40,no,no,unknown,5,jun,2,-1,0,unknown,no
59,unknown,married,primary,no,1470,no,no,unknown,5,jun,1,-1,0,unknown,no
42,housemaid,married,primary,no,0,no,yes,unknown,5,jun,2,-1,0,unknown,no
35,entrepreneur,single,tertiary,no,1800,yes,no,unknown,5,jun,1,-1,0,unknown,no
45,services,married,secondary,no,0,no,yes,unknown,5,jun,2,-1,0,unknown,no
60,retired,married,secondary,no,4820,no,no,unknown,5,jun,1,-1,0,unknown,no
38,management,divorced,tertiary,no,4207,no,no,unknown,5,jun,1,-1,0,unknown,no
53,unemployed,divorced,secondary,no,1242,no,no,unknown,5,jun,1,-1,0,unknown,no
37,technician,single,secondary,no,0,no,no,unknown,5,jun,2,-1,0,unknown,no
54,entrepreneur,married,tertiary,no,11464,no,no,unknown,5,jun,1,-1,0,unknown,no
39,services,married,secondary,no,0,no,no,unknown,5,jun,1,-1,0,unknown,no
45,services,married,secondary,no,6397,yes,no,unknown,5,jun,2,-1,0,unknown,no
42,admin.,single,secondary,no,2758,yes,no,unknown,5,jun,3,-1,0,unknown,no
50,management,married,unknown,no,3304,no,no,unknown,5,jun,2,-1,0,unknown,no
47,blue-collar,married,primary,yes,0,no,no,unknown,5,jun,2,-1,0,unknown,no
38,services,divorced,secondary,no,61,no,no,unknown,5,jun,1,-1,0,unknown,yes
42,blue-collar,married,secondary,no,865,no,yes,unknown,5,jun,1,-1,0,unknown,no
46,blue-collar,married,secondary,no,0,yes,no,unknown,5,jun,2,-1,0,unknown,no
39,blue-collar,married,secondary,no,3231,yes,yes,unknown,5,jun,2,-1,0,unknown,no
56,management,married,primary,no,7747,no,no,unknown,5,jun,2,-1,0,unknown,no
49,blue-collar,married,secondary,no,787,yes,no,unknown,5,jun,1,-1,0,unknown,no
39,admin.,single,secondary,no,0,yes,no,unknown,5,jun,1,-1,0,unknown,no
61,housemaid,married,unknown,no,0,no,no,unknown,5,jun,1,-1,0,unknown,no
45,blue-collar,married,primary,no,1227,no,no,unknown,5,jun,3,-1,0,unknown,no
32,blue-collar,single,secondary,no,226,yes,no,unknown,5,jun,5,-1,0,unknown,no
53,services,divorced,primary,no,3107,no,no,unknown,5,jun,1,-1,0,unknown,no
53,housemaid,married,primary,no,104,no,yes,unknown,5,jun,1,-1,0,unknown,yes
36,unemployed,single,primary,no,1201,yes,no,unknown,5,jun,1,-1,0,unknown,no
37,management,divorced,tertiary,no,168,yes,no,unknown,5,jun,1,-1,0,unknown,no
54,housemaid,divorced,secondary,no,1327,no,no,unknown,5,jun,2,-1,0,unknown,no
58,admin.,married,unknown,no,4318,no,no,unknown,5,jun,2,-1,0,unknown,no
46,blue-collar,married,primary,no,5164,yes,no,unknown,5,jun,11,-1,0,unknown,no
49,management,married,tertiary,no,414,yes,no,unknown,5,jun,3,-1,0,unknown,no
41,admin.,married,secondary,no,4320,yes,no,unknown,5,jun,2,-1,0,unknown,no
48,admin.,married,secondary,no,476,no,no,unknown,5,jun,3,-1,0,unknown,no
47,blue-collar,married,secondary,no,1996,no,no,unknown,5,jun,2,-1,0,unknown,yes
56,housemaid,divorced,primary,yes,1238,no,no,unknown,5,jun,1,-1,0,unknown,yes
41,housemaid,married,secondary,no,879,no,no,unknown,5,jun,2,-1,0,unknown,yes
37,blue-collar,married,secondary,no,196,yes,no,unknown,5,jun,3,-1,0,unknown,no
29,blue-collar,married,secondary,no,185,yes,yes,unknown,5,jun,3,-1,0,unknown,no
29,self-employed,married,secondary,no,425,yes,no,unknown,5,jun,15,-1,0,unknown,yes
48,management,married,primary,no,0,yes,no,unknown,5,jun,1,-1,0,unknown,no
30,entrepreneur,single,tertiary,no,734,yes,no,unknown,5,jun,3,-1,0,unknown,no
37,technician,single,secondary,no,255,no,no,unknown,5,jun,2,-1,0,unknown,no
38,admin.,married,secondary,no,4458,yes,no,unknown,5,jun,1,-1,0,unknown,no
60,blue-collar,married,secondary,no,71,no,no,unknown,5,jun,1,-1,0,unknown,no
37,entrepreneur,married,secondary,no,351,yes,no,unknown,5,jun,3,-1,0,unknown,no
39,services,married,secondary,no,0,yes,no,unknown,5,jun,2,-1,0,unknown,no
55,management,single,tertiary,no,7025,no,no,unknown,5,jun,3,-1,0,unknown,no
40,blue-collar,married,primary,no,743,no,no,unknown,5,jun,2,-1,0,unknown,no
51,unemployed,married,primary,no,0,no,no,unknown,5,jun,2,-1,0,unknown,no
33,housemaid,divorced,secondary,no,-18,yes,no,unknown,5,jun,8,-1,0,unknown,no
55,blue-collar,married,secondary,no,660,no,no,unknown,5,jun,1,-1,0,unknown,no
26,technician,married,secondary,no,-293,yes,yes,unknown,5,jun,2,-1,0,unknown,no
38,self-employed,married,unknown,no,10855,no,no,unknown,5,jun,2,-1,0,unknown,no
38,blue-collar,married,secondary,no,0,no,no,unknown,5,jun,1,-1,0,unknown,no
36,blue-collar,married,primary,no,130,yes,no,unknown,5,jun,2,-1,0,unknown,no
43,services,single,secondary,no,848,no,no,unknown,5,jun,2,-1,0,unknown,no
36,unknown,single,unknown,no,1070,no,no,unknown,5,jun,3,-1,0,unknown,no
48,technician,married,unknown,no,460,no,no,unknown,5,jun,3,-1,0,unknown,no
38,services,single,tertiary,no,1222,yes,no,unknown,5,jun,2,-1,0,unknown,no
44,services,divorced,secondary,no,-389,yes,yes,unknown,5,jun,1,-1,0,unknown,no
37,blue-collar,single,primary,no,0,yes,no,unknown,5,jun,2,-1,0,unknown,no
58,blue-collar,married,secondary,no,0,no,no,unknown,5,jun,2,-1,0,unknown,no
38,services,married,secondary,no,2600,no,no,unknown,5,jun,2,-1,0,unknown,no
37,blue-collar,married,unknown,no,1795,yes,no,unknown,5,jun,1,-1,0,unknown,no
45,blue-collar,single,secondary,no,143,no,no,unknown,5,jun,1,-1,0,unknown,no
46,technician,married,secondary,no,792,no,no,unknown,5,jun,2,-1,0,unknown,no
29,services,married,primary,no,549,yes,no,unknown,5,jun,2,-1,0,unknown,no
39,admin.,married,secondary,no,15,no,no,unknown,5,jun,2,-1,0,unknown,no
41,admin.,married,secondary,no,21515,yes,no,unknown,5,jun,1,-1,0,unknown,no
44,management,married,tertiary,no,588,yes,no,unknown,5,jun,2,-1,0,unknown,no
48,services,single,secondary,no,220,no,no,unknown,5,jun,2,-1,0,unknown,no
39,unknown,single,secondary,no,914,no,no,unknown,5,jun,1,-1,0,unknown,no
48,admin.,married,secondary,no,1099,no,yes,unknown,5,jun,1,-1,0,unknown,no
36,admin.,single,unknown,no,1815,no,no,unknown,5,jun,1,-1,0,unknown,no
44,technician,married,secondary,no,1210,no,no,unknown,5,jun,2,-1,0,unknown,no
37,admin.,married,secondary,no,637,no,no,unknown,5,jun,1,-1,0,unknown,no
56,retired,married,primary,no,855,no,no,unknown,5,jun,2,-1,0,unknown,no
39,services,single,secondary,no,117,yes,no,unknown,5,jun,2,-1,0,unknown,no
41,blue-collar,married,secondary,no,1459,no,no,unknown,5,jun,1,-1,0,unknown,no
48,entrepreneur,divorced,tertiary,no,275,no,yes,unknown,5,jun,1,-1,0,unknown,no
59,housemaid,married,primary,no,500,no,no,unknown,5,jun,1,-1,0,unknown,no
50,entrepreneur,single,primary,no,1659,no,no,unknown,5,jun,2,-1,0,unknown,no
40,services,single,secondary,no,1038,no,no,unknown,5,jun,1,-1,0,unknown,no
55,admin.,single,secondary,no,533,no,no,unknown,5,jun,2,-1,0,unknown,no
52,management,married,primary,no,0,no,no,unknown,5,jun,3,-1,0,unknown,no
40,management,single,secondary,no,269,no,no,unknown,5,jun,1,-1,0,unknown,no
50,housemaid,married,secondary,no,34,yes,no,unknown,5,jun,1,-1,0,unknown,no
59,management,married,primary,no,3694,yes,no,unknown,5,jun,10,-1,0,unknown,no
52,management,married,tertiary,no,1111,no,no,unknown,5,jun,1,-1,0,unknown,no
40,unemployed,married,secondary,no,1779,yes,no,unknown,5,jun,7,-1,0,unknown,no
55,retired,married,tertiary,no,2996,no,no,unknown,5,jun,1,-1,0,unknown,no
53,retired,married,secondary,no,1554,no,no,unknown,5,jun,1,-1,0,unknown,no
40,self-employed,married,tertiary,no,1750,no,no,unknown,5,jun,1,-1,0,unknown,no
35,self-employed,married,secondary,no,188,yes,yes,unknown,5,jun,2,-1,0,unknown,yes
24,admin.,married,secondary,no,541,yes,no,unknown,5,jun,4,-1,0,unknown,no
53,management,married,tertiary,no,652,no,no,unknown,5,jun,1,-1,0,unknown,no
52,services,married,secondary,no,91,yes,no,unknown,5,jun,4,-1,0,unknown,no
38,admin.,single,secondary,no,3239,no,no,unknown,5,jun,2,-1,0,unknown,yes
44,technician,married,secondary,no,358,no,no,unknown,5,jun,1,-1,0,unknown,no
39,blue-collar,divorced,primary,yes,-294,yes,no,unknown,5,jun,2,-1,0,unknown,no
45,retired,divorced,secondary,no,229,no,no,unknown,5,jun,2,-1,0,unknown,no
32,blue-collar,married,secondary,no,95,yes,no,unknown,5,jun,2,-1,0,unknown,no
48,management,married,tertiary,no,1733,no,no,unknown,5,jun,3,-1,0,unknown,no
37,unknown,married,primary,no,808,no,no,unknown,5,jun,2,-1,0,unknown,no
59,management,married,primary,no,2269,no,yes,unknown,5,jun,1,-1,0,unknown,no
35,admin.,married,secondary,no,214,yes,yes,unknown,5,jun,1,-1,0,unknown,no
37,blue-collar,married,secondary,no,0,no,yes,unknown,5,jun,13,-1,0,unknown,no
41,technician,married,tertiary,no,13,no,no,unknown,5,jun,2,-1,0,unknown,no
45,services,married,secondary,no,1550,yes,no,unknown,5,jun,6,-1,0,unknown,no
43,management,divorced,secondary,no,130,yes,no,unknown,5,jun,3,-1,0,unknown,no
42,management,married,tertiary,no,477,yes,no,unknown,5,jun,3,-1,0,unknown,no
59,blue-collar,married,primary,no,8562,no,no,unknown,5,jun,2,-1,0,unknown,no
58,retired,married,secondary,no,150,yes,no,unknown,5,jun,4,-1,0,unknown,no
41,self-employed,married,secondary,no,20,no,no,unknown,5,jun,1,-1,0,unknown,no
38,technician,single,tertiary,no,-572,yes,yes,unknown,5,jun,24,-1,0,unknown,no
38,admin.,married,secondary,no,884,yes,no,unknown,5,jun,2,-1,0,unknown,no
40,services,married,secondary,no,429,no,no,unknown,5,jun,2,-1,0,unknown,no
33,management,married,tertiary,no,113,yes,no,unknown,5,jun,11,-1,0,unknown,no
36,blue-collar,divorced,secondary,no,-11,no,no,unknown,5,jun,2,-1,0,unknown,no
39,blue-collar,single,unknown,no,3583,no,no,unknown,5,jun,2,-1,0,unknown,no
55,unemployed,married,tertiary,no,457,yes,no,unknown,5,jun,3,-1,0,unknown,no
53,unknown,married,unknown,no,1347,no,no,unknown,5,jun,2,-1,0,unknown,no
45,blue-collar,married,secondary,no,146,yes,yes,unknown,5,jun,15,-1,0,unknown,no
50,technician,married,secondary,no,416,yes,no,unknown,5,jun,5,-1,0,unknown,yes
39,blue-collar,single,primary,no,323,yes,no,unknown,5,jun,3,-1,0,unknown,no
39,blue-collar,married,primary,no,12848,yes,no,unknown,5,jun,2,-1,0,unknown,no
49,technician,married,secondary,no,550,yes,no,unknown,5,jun,2,-1,0,unknown,no
30,technician,married,secondary,yes,-1019,yes,no,unknown,5,jun,4,-1,0,unknown,no
45,blue-collar,divorced,primary,no,844,no,no,unknown,5,jun,3,-1,0,unknown,yes
38,blue-collar,single,secondary,no,68,no,no,unknown,5,jun,2,-1,0,unknown,no
42,blue-collar,married,secondary,no,698,no,no,unknown,5,jun,2,-1,0,unknown,no
36,admin.,single,secondary,no,-17,yes,no,unknown,5,jun,2,-1,0,unknown,no
30,services,married,secondary,no,311,yes,yes,unknown,5,jun,4,-1,0,unknown,no
53,entrepreneur,married,primary,no,943,yes,yes,unknown,5,jun,2,-1,0,unknown,no
36,management,married,tertiary,no,1357,yes,no,unknown,5,jun,5,-1,0,unknown,no
56,management,married,primary,no,0,no,no,unknown,5,jun,2,-1,0,unknown,no
44,unemployed,married,primary,no,280,yes,no,unknown,5,jun,2,-1,0,unknown,no
58,admin.,married,secondary,no,1464,yes,yes,unknown,5,jun,29,-1,0,unknown,no
39,technician,single,secondary,no,1820,no,no,unknown,5,jun,2,-1,0,unknown,no
55,management,married,unknown,no,0,no,no,unknown,5,jun,2,-1,0,unknown,no
39,blue-collar,single,primary,no,1537,no,yes,unknown,5,jun,2,-1,0,unknown,no
49,admin.,married,secondary,no,1677,no,no,unknown,5,jun,3,-1,0,unknown,no
51,technician,married,primary,no,223,yes,no,unknown,5,jun,3,-1,0,unknown,no
39,admin.,married,secondary,no,1595,yes,no,unknown,5,jun,2,-1,0,unknown,no
53,technician,divorced,secondary,no,12,no,no,unknown,5,jun,2,-1,0,unknown,no
41,management,married,tertiary,no,140,yes,no,unknown,5,jun,3,-1,0,unknown,no
35,admin.,single,secondary,no,2452,yes,no,unknown,5,jun,2,-1,0,unknown,no
37,self-employed,single,tertiary,no,281,yes,no,unknown,5,jun,2,-1,0,unknown,no
35,entrepreneur,married,secondary,no,2074,yes,no,unknown,5,jun,7,-1,0,unknown,no
38,services,married,secondary,no,5,no,no,unknown,5,jun,2,-1,0,unknown,no
41,management,married,tertiary,no,1304,yes,no,unknown,5,jun,3,-1,0,unknown,no
35,blue-collar,married,secondary,no,860,yes,no,unknown,5,jun,4,-1,0,unknown,yes
26,blue-collar,married,secondary,no,986,yes,no,unknown,5,jun,3,-1,0,unknown,no
41,blue-collar,married,secondary,no,0,no,no,unknown,5,jun,2,-1,0,unknown,no
58,housemaid,married,primary,no,419,no,yes,unknown,5,jun,3,-1,0,unknown,no
58,blue-collar,married,secondary,no,266,yes,no,unknown,5,jun,6,-1,0,unknown,no
42,technician,married,tertiary,no,1189,no,no,unknown,5,jun,3,-1,0,unknown,no
40,unemployed,married,secondary,no,3924,no,no,unknown,5,jun,2,-1,0,unknown,no
52,self-employed,single,tertiary,no,1623,yes,no,unknown,5,jun,17,-1,0,unknown,no
51,services,married,unknown,no,518,no,no,unknown,5,jun,3,-1,0,unknown,no
57,retired,married,primary,no,3594,no,no,unknown,5,jun,2,-1,0,unknown,no
46,management,married,unknown,no,2296,no,no,unknown,5,jun,2,-1,0,unknown,no
29,technician,single,secondary,no,3313,yes,no,unknown,5,jun,3,-1,0,unknown,no
40,blue-collar,married,primary,no,1613,yes,no,unknown,5,jun,3,-1,0,unknown,no
36,management,married,tertiary,no,-661,yes,yes,unknown,5,jun,3,-1,0,unknown,no
55,blue-collar,married,primary,no,2171,no,no,unknown,5,jun,2,-1,0,unknown,no
32,management,single,tertiary,no,1742,no,no,unknown,5,jun,2,-1,0,unknown,no
58,admin.,married,primary,no,549,no,no,unknown,5,jun,2,-1,0,unknown,no
38,student,single,tertiary,no,1523,yes,no,unknown,5,jun,16,-1,0,unknown,no
46,admin.,single,secondary,no,1790,yes,no,unknown,5,jun,5,-1,0,unknown,no
44,technician,married,secondary,no,363,no,yes,unknown,5,jun,2,-1,0,unknown,no
26,services,single,secondary,no,512,yes,yes,unknown,5,jun,3,-1,0,unknown,no
37,management,married,tertiary,no,636,no,yes,unknown,5,jun,2,-1,0,unknown,no
57,technician,married,primary,no,0,no,no,unknown,5,jun,8,-1,0,unknown,no
28,admin.,single,unknown,no,731,yes,no,unknown,5,jun,13,-1,0,unknown,no
47,blue-collar,married,unknown,no,3460,yes,no,unknown,5,jun,2,-1,0,unknown,no
40,entrepreneur,married,primary,no,4674,no,no,unknown,5,jun,2,-1,0,unknown,no
35,blue-collar,married,primary,no,3279,no,no,unknown,5,jun,2,-1,0,unknown,no
40,blue-collar,married,primary,no,12,yes,no,unknown,5,jun,26,-1,0,unknown,no
39,admin.,single,primary,no,2805,no,no,unknown,5,jun,2,-1,0,unknown,no
